user_query,intent,role,requires_login
System-wide ba ang at-risk student monitoring?,at_risk_system_wide,admin,yes
Can I see at-risk learners under every tutor?,at_risk_system_wide,admin,yes
Can admins monitor all at-risk students?,at_risk_system_wide,admin,yes
Paano makita ang at-risk students across the system?,at_risk_system_wide,admin,yes
Can you help me with this: can admins monitor students at risk across all tutors?,at_risk_system_wide,admin,yes
Quick question: is at-risk monitoring system-wide?,at_risk_system_wide,admin,yes
"Just checking, system-wide ba ang at-risk student monitoring?",at_risk_system_wide,admin,yes
Please tell me can i see at-risk learners under every tutor??,at_risk_system_wide,admin,yes
Can you tell me can admins monitor all at-risk students??,at_risk_system_wide,admin,yes
"Paki-explain, paano makita ang at-risk students across the system??",at_risk_system_wide,admin,yes
Gusto kong malaman: can admins monitor students at risk across all tutors?,at_risk_system_wide,admin,yes
"Pwede bang sabihin, is at-risk monitoring system-wide??",at_risk_system_wide,admin,yes
"Hi, system-wide ba ang at-risk student monitoring??",at_risk_system_wide,admin,yes
"Hello, can admins monitor all at-risk students??",at_risk_system_wide,admin,yes
"Pwede po bang malaman, can admins monitor students at risk across all tutors?",at_risk_system_wide,admin,yes
"Pa-help naman, is at-risk monitoring system-wide?",at_risk_system_wide,admin,yes
Can I monitor tutor performance?,tutor_performance,admin,yes
Where can I view tutor performance?,tutor_performance,admin,yes
Makikita ba ang tutor performance?,tutor_performance,admin,yes
Can admins review how tutors are performing?,tutor_performance,admin,yes
Saan ang tutor performance data?,tutor_performance,admin,yes
Can I evaluate tutor performance?,tutor_performance,admin,yes
Can you help me with this: can i monitor tutor performance?,tutor_performance,admin,yes
Quick question: where can i view tutor performance?,tutor_performance,admin,yes
"Just checking, makikita ba ang tutor performance?",tutor_performance,admin,yes
Please tell me can admins review how tutors are performing??,tutor_performance,admin,yes
Can you tell me saan ang tutor performance data??,tutor_performance,admin,yes
"Paki-explain, can i evaluate tutor performance??",tutor_performance,admin,yes
Gusto kong malaman: can i monitor tutor performance?,tutor_performance,admin,yes
"Pwede bang sabihin, where can i view tutor performance??",tutor_performance,admin,yes
"Hi, makikita ba ang tutor performance??",tutor_performance,admin,yes
"Hello, saan ang tutor performance data??",tutor_performance,admin,yes
"Pwede po bang malaman, can i monitor tutor performance?",tutor_performance,admin,yes
How can I assess how well a tutor is doing?,tutor_performance,admin,yes
Can I oversee all tutors?,tutor_oversight,admin,yes
Where can I manage tutor oversight?,tutor_oversight,admin,yes
Mao-oversee ba ng admin ang lahat ng tutors?,tutor_oversight,admin,yes
Can admins monitor all tutors?,tutor_oversight,admin,yes
Saan makikita ang tutor oversight?,tutor_oversight,admin,yes
Can I review tutor activity system-wide?,tutor_oversight,admin,yes
Can you help me with this: can i oversee all tutors?,tutor_oversight,admin,yes
Quick question: where can i manage tutor oversight?,tutor_oversight,admin,yes
"Just checking, mao-oversee ba ng admin ang lahat ng tutors?",tutor_oversight,admin,yes
Please tell me can admins monitor all tutors??,tutor_oversight,admin,yes
Can you tell me saan makikita ang tutor oversight??,tutor_oversight,admin,yes
"Paki-explain, can i review tutor activity system-wide??",tutor_oversight,admin,yes
Gusto kong malaman: can i oversee all tutors?,tutor_oversight,admin,yes
"Pwede bang sabihin, where can i manage tutor oversight??",tutor_oversight,admin,yes
"Hi, mao-oversee ba ng admin ang lahat ng tutors??",tutor_oversight,admin,yes
"Hello, saan makikita ang tutor oversight??",tutor_oversight,admin,yes
"Pwede po bang malaman, can i oversee all tutors?",tutor_oversight,admin,yes
"Pa-help naman, where can i manage tutor oversight?",tutor_oversight,admin,yes
Can I see complaints about tutors?,tutor_complaints,admin,yes
Where can I view tutor complaints?,tutor_complaints,admin,yes
Makikita ba ang complaints tungkol sa tutors?,tutor_complaints,admin,yes
Can admins review complaints against tutors?,tutor_complaints,admin,yes
Saan ang tutor complaint records?,tutor_complaints,admin,yes
Can I monitor tutor-related complaints?,tutor_complaints,admin,yes
Can you help me with this: can i see complaints about tutors?,tutor_complaints,admin,yes
Quick question: where can i view tutor complaints?,tutor_complaints,admin,yes
"Just checking, makikita ba ang complaints tungkol sa tutors?",tutor_complaints,admin,yes
Please tell me can admins review complaints against tutors??,tutor_complaints,admin,yes
Can you tell me saan ang tutor complaint records??,tutor_complaints,admin,yes
"Paki-explain, can i monitor tutor-related complaints??",tutor_complaints,admin,yes
Gusto kong malaman: can i see complaints about tutors?,tutor_complaints,admin,yes
"Pwede bang sabihin, where can i view tutor complaints??",tutor_complaints,admin,yes
"Hi, makikita ba ang complaints tungkol sa tutors??",tutor_complaints,admin,yes
"Hello, saan ang tutor complaint records??",tutor_complaints,admin,yes
"Pwede po bang malaman, can i see complaints about tutors?",tutor_complaints,admin,yes
"Pa-help naman, where can i view tutor complaints?",tutor_complaints,admin,yes
How do I review a tutor complaint?,complaint_management,admin,yes
Where do I manage tutor complaints?,complaint_management,admin,yes
Paano i-review ang tutor complaint?,complaint_management,admin,yes
Can I handle tutor complaints from the admin panel?,complaint_management,admin,yes
Saan ko makikita at rereview ang complaints?,complaint_management,admin,yes
How are tutor complaints managed?,complaint_management,admin,yes
Can you help me with this: how do i review a tutor complaint?,complaint_management,admin,yes
Quick question: where do i manage tutor complaints?,complaint_management,admin,yes
"Just checking, paano i-review ang tutor complaint?",complaint_management,admin,yes
Please tell me can i handle tutor complaints from the admin panel??,complaint_management,admin,yes
Can you tell me saan ko makikita at rereview ang complaints??,complaint_management,admin,yes
"Paki-explain, how are tutor complaints managed??",complaint_management,admin,yes
Gusto kong malaman: how do i review a tutor complaint?,complaint_management,admin,yes
"Pwede bang sabihin, where do i manage tutor complaints??",complaint_management,admin,yes
"Hi, paano i-review ang tutor complaint??",complaint_management,admin,yes
"Hello, saan ko makikita at rereview ang complaints??",complaint_management,admin,yes
"Pwede po bang malaman, how do i review a tutor complaint?",complaint_management,admin,yes
"Pa-help naman, where do i manage tutor complaints?",complaint_management,admin,yes
Can I review tutor ratings?,tutor_ratings,admin,yes
Where can I see tutor ratings?,tutor_ratings,admin,yes
Makikita ba ang tutor ratings?,tutor_ratings,admin,yes
Can admins review feedback about tutors?,tutor_ratings,admin,yes
Saan ang ratings ng tutors?,tutor_ratings,admin,yes
Can I monitor tutor feedback scores?,tutor_ratings,admin,yes
Can you help me with this: can i review tutor ratings?,tutor_ratings,admin,yes
Quick question: where can i see tutor ratings?,tutor_ratings,admin,yes
"Just checking, makikita ba ang tutor ratings?",tutor_ratings,admin,yes
Please tell me can admins review feedback about tutors??,tutor_ratings,admin,yes
Can you tell me saan ang ratings ng tutors??,tutor_ratings,admin,yes
"Paki-explain, can i monitor tutor feedback scores??",tutor_ratings,admin,yes
Gusto kong malaman: can i review tutor ratings?,tutor_ratings,admin,yes
"Pwede bang sabihin, where can i see tutor ratings??",tutor_ratings,admin,yes
"Hi, makikita ba ang tutor ratings??",tutor_ratings,admin,yes
"Hello, saan ang ratings ng tutors??",tutor_ratings,admin,yes
"Pwede po bang malaman, can i review tutor ratings?",tutor_ratings,admin,yes
"Pa-help naman, where can i see tutor ratings?",tutor_ratings,admin,yes
Can a regular tutor access the admin dashboard?,admin_access,admin,yes
Can tutors open the admin panel?,admin_access,admin,yes
Makaka-access ba ang regular tutor sa admin dashboard?,admin_access,admin,yes
Is the admin dashboard restricted to admins?,admin_access,admin,yes
Can a student use the admin dashboard?,admin_access,admin,yes
Sino lang ang puwedeng mag-access ng admin dashboard?,admin_access,admin,yes
Can you help me with this: can a regular tutor access the admin dashboard?,admin_access,admin,yes
Quick question: can tutors open the admin panel?,admin_access,admin,yes
"Just checking, makaka-access ba ang regular tutor sa admin dashboard?",admin_access,admin,yes
Please tell me is the admin dashboard restricted to admins??,admin_access,admin,yes
Can you tell me can a student use the admin dashboard??,admin_access,admin,yes
"Paki-explain, sino lang ang puwedeng mag-access ng admin dashboard??",admin_access,admin,yes
Gusto kong malaman: can a regular tutor access the admin dashboard?,admin_access,admin,yes
"Pwede bang sabihin, can tutors open the admin panel??",admin_access,admin,yes
"Hi, makaka-access ba ang regular tutor sa admin dashboard??",admin_access,admin,yes
"Hello, can a student use the admin dashboard??",admin_access,admin,yes
"Pwede po bang malaman, can a regular tutor access the admin dashboard?",admin_access,admin,yes
"Pa-help naman, can tutors open the admin panel?",admin_access,admin,yes
Can students see the admin analytics?,student_access,admin,yes
Can students access system-wide analytics?,student_access,admin,yes
Makikita ba ng students ang admin analytics?,student_access,admin,yes
Can a student open the analytics dashboard?,student_access,admin,yes
May access ba ang student sa aggregate analytics?,student_access,admin,yes
Can student accounts view admin statistics?,student_access,admin,yes
Can you help me with this: can students see the admin analytics?,student_access,admin,yes
Quick question: can students access system-wide analytics?,student_access,admin,yes
"Just checking, makikita ba ng students ang admin analytics?",student_access,admin,yes
Please tell me can a student open the analytics dashboard??,student_access,admin,yes
Can you tell me may access ba ang student sa aggregate analytics??,student_access,admin,yes
"Paki-explain, can student accounts view admin statistics??",student_access,admin,yes
Gusto kong malaman: can students see the admin analytics?,student_access,admin,yes
"Pwede bang sabihin, can students access system-wide analytics??",student_access,admin,yes
"Hi, makikita ba ng students ang admin analytics??",student_access,admin,yes
"Hello, may access ba ang student sa aggregate analytics??",student_access,admin,yes
"Pwede po bang malaman, can students see the admin analytics?",student_access,admin,yes
"Pa-help naman, can students access system-wide analytics?",student_access,admin,yes
Can every admin perform every action?,admin_permissions,admin,yes
Do all admin accounts have the same permissions?,admin_permissions,admin,yes
Pare-pareho ba ang permissions ng admins?,admin_permissions,admin,yes
Can any admin create another admin?,admin_permissions,admin,yes
Lahat ba ng admin puwedeng gawin lahat?,admin_permissions,admin,yes
How do admin permissions differ?,admin_permissions,admin,yes
Can you help me with this: can every admin perform every action?,admin_permissions,admin,yes
Quick question: do all admin accounts have the same permissions?,admin_permissions,admin,yes
"Just checking, pare-pareho ba ang permissions ng admins?",admin_permissions,admin,yes
Please tell me can any admin create another admin??,admin_permissions,admin,yes
Can you tell me lahat ba ng admin puwedeng gawin lahat??,admin_permissions,admin,yes
"Paki-explain, how do admin permissions differ??",admin_permissions,admin,yes
Gusto kong malaman: can every admin perform every action?,admin_permissions,admin,yes
"Pwede bang sabihin, do all admin accounts have the same permissions??",admin_permissions,admin,yes
"Hi, pare-pareho ba ang permissions ng admins??",admin_permissions,admin,yes
"Hello, lahat ba ng admin puwedeng gawin lahat??",admin_permissions,admin,yes
"Pwede po bang malaman, can every admin perform every action?",admin_permissions,admin,yes
"Pa-help naman, do all admin accounts have the same permissions?",admin_permissions,admin,yes
How can I raise a concern?,raise_concern,admin,yes
Where can I submit a concern?,raise_concern,admin,yes
Paano ako mag-raise ng concern?,raise_concern,admin,yes
Saan ako puwedeng magsubmit ng concern?,raise_concern,admin,yes
How do I report an issue?,raise_concern,admin,yes
May Raise a Concern feature ba?,raise_concern,admin,yes
Can you help me with this: how can i raise a concern?,raise_concern,admin,yes
Quick question: where can i submit a concern?,raise_concern,admin,yes
"Just checking, paano ako mag-raise ng concern?",raise_concern,admin,yes
Please tell me saan ako puwedeng magsubmit ng concern??,raise_concern,admin,yes
Can you tell me how do i report an issue??,raise_concern,admin,yes
"Paki-explain, may raise a concern feature ba??",raise_concern,admin,yes
Gusto kong malaman: how can i raise a concern?,raise_concern,admin,yes
"Pwede bang sabihin, where can i submit a concern??",raise_concern,admin,yes
"Hi, paano ako mag-raise ng concern??",raise_concern,admin,yes
"Hello, how do i report an issue??",raise_concern,admin,yes
"Pwede po bang malaman, how can i raise a concern?",raise_concern,admin,yes
"Pa-help naman, where can i submit a concern?",raise_concern,admin,yes
What is the status of my ticket?,ticket_status,admin,yes
Can I check my ticket status?,ticket_status,admin,yes
Ano ang status ng ticket ko?,ticket_status,admin,yes
How can I see my support ticket status?,ticket_status,admin,yes
Nasaan ang ticket status ko?,ticket_status,admin,yes
Can I track the current status of my ticket?,ticket_status,admin,yes
Can you help me with this: what is the status of my ticket?,ticket_status,admin,yes
Quick question: can i check my ticket status?,ticket_status,admin,yes
"Just checking, ano ang status ng ticket ko?",ticket_status,admin,yes
Please tell me how can i see my support ticket status??,ticket_status,admin,yes
Can you tell me nasaan ang ticket status ko??,ticket_status,admin,yes
"Paki-explain, can i track the current status of my ticket??",ticket_status,admin,yes
Gusto kong malaman: what is the status of my ticket?,ticket_status,admin,yes
"Pwede bang sabihin, can i check my ticket status??",ticket_status,admin,yes
"Hi, ano ang status ng ticket ko??",ticket_status,admin,yes
"Hello, nasaan ang ticket status ko??",ticket_status,admin,yes
"Pwede po bang malaman, what is the status of my ticket?",ticket_status,admin,yes
"Pa-help naman, can i check my ticket status?",ticket_status,admin,yes
Will I be notified when a concern is escalated?,new_escalation,admin,yes
Do admins get notified about new escalations?,new_escalation,admin,yes
May notification ba kapag may bagong escalation?,new_escalation,admin,yes
Will the notification bell alert me to an escalation?,new_escalation,admin,yes
Paano malalaman ng admin kapag may bagong escalation?,new_escalation,admin,yes
Does a new escalation trigger a notification?,new_escalation,admin,yes
Can you help me with this: will i be notified when a concern is escalated?,new_escalation,admin,yes
Quick question: do admins get notified about new escalations?,new_escalation,admin,yes
"Just checking, may notification ba kapag may bagong escalation?",new_escalation,admin,yes
Please tell me will the notification bell alert me to an escalation??,new_escalation,admin,yes
Can you tell me paano malalaman ng admin kapag may bagong escalation??,new_escalation,admin,yes
"Paki-explain, does a new escalation trigger a notification??",new_escalation,admin,yes
Gusto kong malaman: will i be notified when a concern is escalated?,new_escalation,admin,yes
"Pwede bang sabihin, do admins get notified about new escalations??",new_escalation,admin,yes
"Hi, may notification ba kapag may bagong escalation??",new_escalation,admin,yes
"Hello, paano malalaman ng admin kapag may bagong escalation??",new_escalation,admin,yes
"Pwede po bang malaman, will i be notified when a concern is escalated?",new_escalation,admin,yes
"Pa-help naman, do admins get notified about new escalations?",new_escalation,admin,yes
Can I review administrative activity?,audit_trail,admin,yes
Where can I see the audit trail?,audit_trail,admin,yes
Makikita ko ba ang administrative activity log?,audit_trail,admin,yes
Can admins review recorded system actions?,audit_trail,admin,yes
Saan ang audit trail?,audit_trail,admin,yes
How do I check the history of admin actions?,audit_trail,admin,yes
Can you help me with this: can i review administrative activity?,audit_trail,admin,yes
Quick question: where can i see the audit trail?,audit_trail,admin,yes
"Just checking, makikita ko ba ang administrative activity log?",audit_trail,admin,yes
Please tell me can admins review recorded system actions??,audit_trail,admin,yes
Can you tell me saan ang audit trail??,audit_trail,admin,yes
"Paki-explain, how do i check the history of admin actions??",audit_trail,admin,yes
Gusto kong malaman: can i review administrative activity?,audit_trail,admin,yes
"Pwede bang sabihin, where can i see the audit trail??",audit_trail,admin,yes
"Hi, makikita ko ba ang administrative activity log??",audit_trail,admin,yes
"Hello, saan ang audit trail??",audit_trail,admin,yes
"Pwede po bang malaman, can i review administrative activity?",audit_trail,admin,yes
"Pa-help naman, where can i see the audit trail?",audit_trail,admin,yes
Can I manage user accounts?,account_management,admin,yes
Where can I manage accounts?,account_management,admin,yes
Paano mag-manage ng user accounts?,account_management,admin,yes
Can admins manage user profiles?,account_management,admin,yes
Saan ang account management?,account_management,admin,yes
What account management actions can admins perform?,account_management,admin,yes
Can you help me with this: can i manage user accounts?,account_management,admin,yes
Quick question: where can i manage accounts?,account_management,admin,yes
"Just checking, paano mag-manage ng user accounts?",account_management,admin,yes
Please tell me can admins manage user profiles??,account_management,admin,yes
Can you tell me saan ang account management??,account_management,admin,yes
"Paki-explain, what account management actions can admins perform??",account_management,admin,yes
Gusto kong malaman: can i manage user accounts?,account_management,admin,yes
"Pwede bang sabihin, where can i manage accounts??",account_management,admin,yes
"Hi, paano mag-manage ng user accounts??",account_management,admin,yes
"Hello, saan ang account management??",account_management,admin,yes
"Pwede po bang malaman, can i manage user accounts?",account_management,admin,yes
"Pa-help naman, where can i manage accounts?",account_management,admin,yes
Can I manage announcements?,announcement_management,admin,yes
Where can I edit or manage announcements?,announcement_management,admin,yes
Paano i-manage ang announcements?,announcement_management,admin,yes
Can admins manage published announcements?,announcement_management,admin,yes
Saan ko makikita ang announcement management?,announcement_management,admin,yes
How do I manage announcements?,announcement_management,admin,yes
Can you help me with this: can i manage announcements?,announcement_management,admin,yes
Quick question: where can i edit or manage announcements?,announcement_management,admin,yes
"Just checking, paano i-manage ang announcements?",announcement_management,admin,yes
Please tell me can admins manage published announcements??,announcement_management,admin,yes
Can you tell me saan ko makikita ang announcement management??,announcement_management,admin,yes
"Paki-explain, how do i manage announcements??",announcement_management,admin,yes
Gusto kong malaman: can i manage announcements?,announcement_management,admin,yes
"Pwede bang sabihin, where can i edit or manage announcements??",announcement_management,admin,yes
"Hi, paano i-manage ang announcements??",announcement_management,admin,yes
"Hello, saan ko makikita ang announcement management??",announcement_management,admin,yes
"Pwede po bang malaman, can i manage announcements?",announcement_management,admin,yes
"Pa-help naman, where can i edit or manage announcements?",announcement_management,admin,yes
