user_query,intent,role,requires_login
"Pwede po bang malaman, does safety detection work when i discuss a student?",student_discussion,tutor,yes
"Pa-help naman, will safety detection activate while i am discussing a student?",student_discussion,tutor,yes
Can I access all student records?,tutor_access,tutor,yes
Do tutors have access to every student's data?,tutor_access,tutor,yes
Makikita ko ba ang records ng lahat ng students?,tutor_access,tutor,yes
Can I view students outside my assignment?,tutor_access,tutor,yes
May access ba ako sa lahat ng student records?,tutor_access,tutor,yes
Can a tutor open every learner's account?,tutor_access,tutor,yes
Can you help me with this: can i access all student records?,tutor_access,tutor,yes
Quick question: do tutors have access to every student's data?,tutor_access,tutor,yes
"Just checking, makikita ko ba ang records ng lahat ng students?",tutor_access,tutor,yes
Please tell me can i view students outside my assignment??,tutor_access,tutor,yes
Can you tell me may access ba ako sa lahat ng student records??,tutor_access,tutor,yes
"Paki-explain, can a tutor open every learner's account??",tutor_access,tutor,yes
Gusto kong malaman: can i access all student records?,tutor_access,tutor,yes
"Pwede bang sabihin, do tutors have access to every student's data??",tutor_access,tutor,yes
"Hi, makikita ko ba ang records ng lahat ng students??",tutor_access,tutor,yes
"Hello, may access ba ako sa lahat ng student records??",tutor_access,tutor,yes
"Pwede po bang malaman, can i access all student records?",tutor_access,tutor,yes
"Pa-help naman, do tutors have access to every student's data?",tutor_access,tutor,yes
Can I view another tutor's schedule?,other_tutor_data,tutor,yes
Can I see another tutor's assigned students?,other_tutor_data,tutor,yes
Pwede ko bang makita ang schedule ng ibang tutor?,other_tutor_data,tutor,yes
Can I access another tutor's data?,other_tutor_data,tutor,yes
May access ba ako sa records ng ibang tutor?,other_tutor_data,tutor,yes
Can I view another tutor's student list?,other_tutor_data,tutor,yes
Can you help me with this: can i view another tutor's schedule?,other_tutor_data,tutor,yes
Quick question: can i see another tutor's assigned students?,other_tutor_data,tutor,yes
"Just checking, pwede ko bang makita ang schedule ng ibang tutor?",other_tutor_data,tutor,yes
Please tell me can i access another tutor's data??,other_tutor_data,tutor,yes
Can you tell me may access ba ako sa records ng ibang tutor??,other_tutor_data,tutor,yes
"Paki-explain, can i view another tutor's student list??",other_tutor_data,tutor,yes
Gusto kong malaman: can i view another tutor's schedule?,other_tutor_data,tutor,yes
"Pwede bang sabihin, can i see another tutor's assigned students??",other_tutor_data,tutor,yes
"Hi, pwede ko bang makita ang schedule ng ibang tutor??",other_tutor_data,tutor,yes
"Hello, may access ba ako sa records ng ibang tutor??",other_tutor_data,tutor,yes
"Pwede po bang malaman, can i view another tutor's schedule?",other_tutor_data,tutor,yes
"Pa-help naman, can i see another tutor's assigned students?",other_tutor_data,tutor,yes
Can students see my availability?,availability_status,tutor,yes
Is my availability visible for scheduling?,availability_status,tutor,yes
Makikita ba ng students ang availability ko?,availability_status,tutor,yes
Can learners see when I am available?,availability_status,tutor,yes
Visible ba sa students ang available hours ko?,availability_status,tutor,yes
How is my availability shown for scheduling?,availability_status,tutor,yes
Can you help me with this: can students see my availability?,availability_status,tutor,yes
Quick question: is my availability visible for scheduling?,availability_status,tutor,yes
"Just checking, makikita ba ng students ang availability ko?",availability_status,tutor,yes
Please tell me can learners see when i am available??,availability_status,tutor,yes
Can you tell me visible ba sa students ang available hours ko??,availability_status,tutor,yes
"Paki-explain, how is my availability shown for scheduling??",availability_status,tutor,yes
Gusto kong malaman: can students see my availability?,availability_status,tutor,yes
"Pwede bang sabihin, is my availability visible for scheduling??",availability_status,tutor,yes
"Hi, makikita ba ng students ang availability ko??",availability_status,tutor,yes
"Hello, visible ba sa students ang available hours ko??",availability_status,tutor,yes
"Pwede po bang malaman, can students see my availability?",availability_status,tutor,yes
"Pa-help naman, is my availability visible for scheduling?",availability_status,tutor,yes
Can I see attendance records for my students?,attendance_history,tutor,yes
Where can I view my students' attendance history?,attendance_history,tutor,yes
Pwede ko bang makita ang attendance history ng students ko?,attendance_history,tutor,yes
Can I review previous attendance records?,attendance_history,tutor,yes
Nasaan ang attendance records ng assigned students ko?,attendance_history,tutor,yes
How do I check past attendance?,attendance_history,tutor,yes
Can you help me with this: can i see attendance records for my students?,attendance_history,tutor,yes
Quick question: where can i view my students' attendance history?,attendance_history,tutor,yes
"Just checking, pwede ko bang makita ang attendance history ng students ko?",attendance_history,tutor,yes
Please tell me can i review previous attendance records??,attendance_history,tutor,yes
Can you tell me nasaan ang attendance records ng assigned students ko??,attendance_history,tutor,yes
"Paki-explain, how do i check past attendance??",attendance_history,tutor,yes
Gusto kong malaman: can i see attendance records for my students?,attendance_history,tutor,yes
"Pwede bang sabihin, where can i view my students' attendance history??",attendance_history,tutor,yes
"Hi, pwede ko bang makita ang attendance history ng students ko??",attendance_history,tutor,yes
"Hello, nasaan ang attendance records ng assigned students ko??",attendance_history,tutor,yes
"Pwede po bang malaman, can i see attendance records for my students?",attendance_history,tutor,yes
"Pa-help naman, where can i view my students' attendance history?",attendance_history,tutor,yes
Can I view my students' progress?,student_progress,tutor,yes
Where can I see the progress of my assigned learners?,student_progress,tutor,yes
Pwede ko bang makita ang progress ng students ko?,student_progress,tutor,yes
Can I check my students' learning progress?,student_progress,tutor,yes
Kumusta ang progress ng mga students ko?,student_progress,tutor,yes
Where are my students' progress records?,student_progress,tutor,yes
Can you help me with this: can i view my students' progress?,student_progress,tutor,yes
Quick question: where can i see the progress of my assigned learners?,student_progress,tutor,yes
"Just checking, pwede ko bang makita ang progress ng students ko?",student_progress,tutor,yes
Please tell me can i check my students' learning progress??,student_progress,tutor,yes
Can you tell me kumusta ang progress ng mga students ko??,student_progress,tutor,yes
"Paki-explain, where are my students' progress records??",student_progress,tutor,yes
Gusto kong malaman: can i view my students' progress?,student_progress,tutor,yes
"Pwede bang sabihin, where can i see the progress of my assigned learners??",student_progress,tutor,yes
"Hi, pwede ko bang makita ang progress ng students ko??",student_progress,tutor,yes
"Hello, kumusta ang progress ng mga students ko??",student_progress,tutor,yes
"Pwede po bang malaman, can i view my students' progress?",student_progress,tutor,yes
"Pa-help naman, where can i see the progress of my assigned learners?",student_progress,tutor,yes
Can I see the concerns I submitted?,my_tickets,tutor,yes
Where can I view my support tickets?,my_tickets,tutor,yes
Pwede ko bang makita ang mga concern na sinubmit ko?,my_tickets,tutor,yes
Can I track the tickets I raised?,my_tickets,tutor,yes
Nasaan ang tickets ko?,my_tickets,tutor,yes
Can I review my submitted concerns?,my_tickets,tutor,yes
Can you help me with this: can i see the concerns i submitted?,my_tickets,tutor,yes
Quick question: where can i view my support tickets?,my_tickets,tutor,yes
"Just checking, pwede ko bang makita ang mga concern na sinubmit ko?",my_tickets,tutor,yes
Please tell me can i track the tickets i raised??,my_tickets,tutor,yes
Can you tell me nasaan ang tickets ko??,my_tickets,tutor,yes
"Paki-explain, can i review my submitted concerns??",my_tickets,tutor,yes
Gusto kong malaman: can i see the concerns i submitted?,my_tickets,tutor,yes
"Pwede bang sabihin, where can i view my support tickets??",my_tickets,tutor,yes
"Hi, pwede ko bang makita ang mga concern na sinubmit ko??",my_tickets,tutor,yes
"Hello, nasaan ang tickets ko??",my_tickets,tutor,yes
"Pwede po bang malaman, can i see the concerns i submitted?",my_tickets,tutor,yes
"Pa-help naman, where can i view my support tickets?",my_tickets,tutor,yes
How is my student doing emotionally lately?,tutor_wellbeing_check,tutor,yes
Has my student seemed withdrawn recently?,tutor_wellbeing_check,tutor,yes
Kumusta ang emotional state ng student ko these days?,tutor_wellbeing_check,tutor,yes
"My student has been acting differently lately, is that tracked anywhere?",tutor_wellbeing_check,tutor,yes
Are there any behavioral concerns noted for my student?,tutor_wellbeing_check,tutor,yes
"Parang iba ang ugali ng student ko lately, may record ba nito?",tutor_wellbeing_check,tutor,yes
Is there a wellbeing check for my assigned student?,tutor_wellbeing_check,tutor,yes
"My student seems quieter than usual, should I be concerned?",tutor_wellbeing_check,tutor,yes
Can you help me with this: how is my student doing emotionally lately?,tutor_wellbeing_check,tutor,yes
Quick question: has my student seemed withdrawn recently?,tutor_wellbeing_check,tutor,yes
"Just checking, kumusta ang emotional state ng student ko these days?",tutor_wellbeing_check,tutor,yes
Please tell me are there any behavioral concerns noted for my student??,tutor_wellbeing_check,tutor,yes
Can you tell me is there a wellbeing check for my assigned student??,tutor_wellbeing_check,tutor,yes
"Paki-explain, my student seems quieter than usual, should i be concerned??",tutor_wellbeing_check,tutor,yes
Gusto kong malaman: has my student seemed withdrawn recently?,tutor_wellbeing_check,tutor,yes
"Pwede bang sabihin, my student has been acting differently lately, is that tracked anywhere??",tutor_wellbeing_check,tutor,yes
"Hi, parang iba ang ugali ng student ko lately, may record ba nito??",tutor_wellbeing_check,tutor,yes
"Pwede po bang malaman, are there any behavioral concerns noted for my student?",tutor_wellbeing_check,tutor,yes
