user_query,intent,role,requires_login
"Pwede bang sabihin, where can i submit a concern??",raise_concern,student_parent,yes
"Hi, paano ako mag-raise ng concern??",raise_concern,student_parent,yes
"Hello, how do i report an issue??",raise_concern,student_parent,yes
"Pwede po bang malaman, how can i raise a concern?",raise_concern,student_parent,yes
"Pa-help naman, where can i submit a concern?",raise_concern,student_parent,yes
Do I need to confirm before submitting a concern?,concern_confirmation,student_parent,yes
Is confirmation required before I submit?,concern_confirmation,student_parent,yes
Kailangan ba ng confirmation bago i-submit ang concern?,concern_confirmation,student_parent,yes
May confirmation step ba?,concern_confirmation,student_parent,yes
Do I have to confirm my concern first?,concern_confirmation,student_parent,yes
Kailangan ko bang i-confirm muna bago mag-submit?,concern_confirmation,student_parent,yes
Can you help me with this: do i need to confirm before submitting a concern?,concern_confirmation,student_parent,yes
Quick question: is confirmation required before i submit?,concern_confirmation,student_parent,yes
"Just checking, kailangan ba ng confirmation bago i-submit ang concern?",concern_confirmation,student_parent,yes
Please tell me may confirmation step ba??,concern_confirmation,student_parent,yes
Can you tell me do i have to confirm my concern first??,concern_confirmation,student_parent,yes
"Paki-explain, kailangan ko bang i-confirm muna bago mag-submit??",concern_confirmation,student_parent,yes
Gusto kong malaman: do i need to confirm before submitting a concern?,concern_confirmation,student_parent,yes
"Pwede bang sabihin, is confirmation required before i submit??",concern_confirmation,student_parent,yes
"Hi, kailangan ba ng confirmation bago i-submit ang concern??",concern_confirmation,student_parent,yes
"Hello, do i have to confirm my concern first??",concern_confirmation,student_parent,yes
"Pwede po bang malaman, do i need to confirm before submitting a concern?",concern_confirmation,student_parent,yes
"Pa-help naman, is confirmation required before i submit?",concern_confirmation,student_parent,yes
What happens after I confirm my concern?,concern_submitted,student_parent,yes
What happens after submitting a concern?,concern_submitted,student_parent,yes
Ano ang mangyayari pagkatapos kong i-confirm ang concern?,concern_submitted,student_parent,yes
"After I submit, what happens next?",concern_submitted,student_parent,yes
Saan mapupunta ang concern after confirmation?,concern_submitted,student_parent,yes
Ano ang next step pagkatapos mag-submit?,concern_submitted,student_parent,yes
Can you help me with this: what happens after i confirm my concern?,concern_submitted,student_parent,yes
Quick question: what happens after submitting a concern?,concern_submitted,student_parent,yes
"Just checking, ano ang mangyayari pagkatapos kong i-confirm ang concern?",concern_submitted,student_parent,yes
"Please tell me after i submit, what happens next??",concern_submitted,student_parent,yes
Can you tell me saan mapupunta ang concern after confirmation??,concern_submitted,student_parent,yes
"Paki-explain, ano ang next step pagkatapos mag-submit??",concern_submitted,student_parent,yes
Gusto kong malaman: what happens after i confirm my concern?,concern_submitted,student_parent,yes
"Pwede bang sabihin, what happens after submitting a concern??",concern_submitted,student_parent,yes
"Hi, ano ang mangyayari pagkatapos kong i-confirm ang concern??",concern_submitted,student_parent,yes
"Hello, saan mapupunta ang concern after confirmation??",concern_submitted,student_parent,yes
"Pwede po bang malaman, what happens after i confirm my concern?",concern_submitted,student_parent,yes
"Pa-help naman, what happens after submitting a concern?",concern_submitted,student_parent,yes
What is the status of my ticket?,ticket_status,student_parent,yes
Can I check my ticket status?,ticket_status,student_parent,yes
Ano ang status ng ticket ko?,ticket_status,student_parent,yes
How can I see my support ticket status?,ticket_status,student_parent,yes
Nasaan ang ticket status ko?,ticket_status,student_parent,yes
Can I track the current status of my ticket?,ticket_status,student_parent,yes
Can you help me with this: what is the status of my ticket?,ticket_status,student_parent,yes
Quick question: can i check my ticket status?,ticket_status,student_parent,yes
"Just checking, ano ang status ng ticket ko?",ticket_status,student_parent,yes
Please tell me how can i see my support ticket status??,ticket_status,student_parent,yes
Can you tell me nasaan ang ticket status ko??,ticket_status,student_parent,yes
"Paki-explain, can i track the current status of my ticket??",ticket_status,student_parent,yes
Gusto kong malaman: what is the status of my ticket?,ticket_status,student_parent,yes
"Pwede bang sabihin, can i check my ticket status??",ticket_status,student_parent,yes
"Hi, ano ang status ng ticket ko??",ticket_status,student_parent,yes
"Hello, nasaan ang ticket status ko??",ticket_status,student_parent,yes
"Pwede po bang malaman, what is the status of my ticket?",ticket_status,student_parent,yes
Is my ticket still waiting?,ticket_status,student_parent,yes
Is my concern still pending?,pending_ticket,student_parent,yes
Is my ticket still pending?,pending_ticket,student_parent,yes
Pending pa ba ang concern ko?,pending_ticket,student_parent,yes
Has my concern not been resolved yet?,pending_ticket,student_parent,yes
Naka-pending pa ba ang ticket ko?,pending_ticket,student_parent,yes
Is my submitted issue still waiting?,pending_ticket,student_parent,yes
Can you help me with this: is my concern still pending?,pending_ticket,student_parent,yes
Quick question: is my ticket still pending?,pending_ticket,student_parent,yes
"Just checking, pending pa ba ang concern ko?",pending_ticket,student_parent,yes
Please tell me has my concern not been resolved yet??,pending_ticket,student_parent,yes
Can you tell me naka-pending pa ba ang ticket ko??,pending_ticket,student_parent,yes
"Paki-explain, is my submitted issue still waiting??",pending_ticket,student_parent,yes
Gusto kong malaman: is my concern still pending?,pending_ticket,student_parent,yes
"Pwede bang sabihin, is my ticket still pending??",pending_ticket,student_parent,yes
"Hi, pending pa ba ang concern ko??",pending_ticket,student_parent,yes
"Hello, naka-pending pa ba ang ticket ko??",pending_ticket,student_parent,yes
"Pwede po bang malaman, is my concern still pending?",pending_ticket,student_parent,yes
What is the current status of my ticket?,pending_ticket,student_parent,yes
Has my concern been resolved?,resolved_ticket,student_parent,yes
Is my ticket already resolved?,resolved_ticket,student_parent,yes
Resolved na ba ang concern ko?,resolved_ticket,student_parent,yes
Can I check if my ticket is resolved?,resolved_ticket,student_parent,yes
Naayos na ba ang concern na sinubmit ko?,resolved_ticket,student_parent,yes
Is my support ticket closed as resolved?,resolved_ticket,student_parent,yes
Can you help me with this: has my concern been resolved?,resolved_ticket,student_parent,yes
Quick question: is my ticket already resolved?,resolved_ticket,student_parent,yes
"Just checking, resolved na ba ang concern ko?",resolved_ticket,student_parent,yes
Please tell me can i check if my ticket is resolved??,resolved_ticket,student_parent,yes
Can you tell me naayos na ba ang concern na sinubmit ko??,resolved_ticket,student_parent,yes
"Paki-explain, is my support ticket closed as resolved??",resolved_ticket,student_parent,yes
Gusto kong malaman: has my concern been resolved?,resolved_ticket,student_parent,yes
"Pwede bang sabihin, is my ticket already resolved??",resolved_ticket,student_parent,yes
"Hi, resolved na ba ang concern ko??",resolved_ticket,student_parent,yes
"Hello, naayos na ba ang concern na sinubmit ko??",resolved_ticket,student_parent,yes
"Pwede po bang malaman, has my concern been resolved?",resolved_ticket,student_parent,yes
"Pa-help naman, is my ticket already resolved?",resolved_ticket,student_parent,yes
Can I track my concern?,track_concern,student_parent,yes
Where can I track my submitted concern?,track_concern,student_parent,yes
Pwede ko bang i-track ang concern ko?,track_concern,student_parent,yes
How do I follow up on my concern?,track_concern,student_parent,yes
Saan ko makikita ang status ng concern ko?,track_concern,student_parent,yes
Can I monitor my submitted issue?,track_concern,student_parent,yes
Can you help me with this: can i track my concern?,track_concern,student_parent,yes
Quick question: where can i track my submitted concern?,track_concern,student_parent,yes
"Just checking, pwede ko bang i-track ang concern ko?",track_concern,student_parent,yes
Please tell me how do i follow up on my concern??,track_concern,student_parent,yes
Can you tell me saan ko makikita ang status ng concern ko??,track_concern,student_parent,yes
"Paki-explain, can i monitor my submitted issue??",track_concern,student_parent,yes
Gusto kong malaman: can i track my concern?,track_concern,student_parent,yes
"Pwede bang sabihin, where can i track my submitted concern??",track_concern,student_parent,yes
"Hi, pwede ko bang i-track ang concern ko??",track_concern,student_parent,yes
"Hello, saan ko makikita ang status ng concern ko??",track_concern,student_parent,yes
"Pwede po bang malaman, can i track my concern?",track_concern,student_parent,yes
"Pa-help naman, where can i track my submitted concern?",track_concern,student_parent,yes
Is child-safety detection active without logging in?,child_safety,student_parent,yes
Does safety protection work for visitors?,child_safety,student_parent,yes
Active ba ang child-safety detection kahit walang login?,child_safety,student_parent,yes
Can the safety system work before sign-in?,child_safety,student_parent,yes
Does child safety still operate for public users?,child_safety,student_parent,yes
Gumagana ba ang child safety kahit visitor lang?,child_safety,student_parent,yes
Can you help me with this: is child-safety detection active without logging in?,child_safety,student_parent,yes
Quick question: does safety protection work for visitors?,child_safety,student_parent,yes
"Just checking, active ba ang child-safety detection kahit walang login?",child_safety,student_parent,yes
Please tell me can the safety system work before sign-in??,child_safety,student_parent,yes
Can you tell me does child safety still operate for public users??,child_safety,student_parent,yes
"Paki-explain, gumagana ba ang child safety kahit visitor lang??",child_safety,student_parent,yes
Gusto kong malaman: is child-safety detection active without logging in?,child_safety,student_parent,yes
"Pwede bang sabihin, does safety protection work for visitors??",child_safety,student_parent,yes
"Hi, active ba ang child-safety detection kahit walang login??",child_safety,student_parent,yes
"Hello, does child safety still operate for public users??",child_safety,student_parent,yes
"Pwede po bang malaman, is child-safety detection active without logging in?",child_safety,student_parent,yes
"Pa-help naman, does safety protection work for visitors?",child_safety,student_parent,yes
What happens if unsafe content is detected?,safety_detection,student_parent,yes
How does safety detection work?,safety_detection,student_parent,yes
Ano ang mangyayari kapag may unsafe content?,safety_detection,student_parent,yes
What does the safety system do when it detects danger?,safety_detection,student_parent,yes
May alert ba kapag may unsafe content?,safety_detection,student_parent,yes
Paano gumagana ang safety detection?,safety_detection,student_parent,yes
Can you help me with this: what happens if unsafe content is detected?,safety_detection,student_parent,yes
Quick question: how does safety detection work?,safety_detection,student_parent,yes
"Just checking, ano ang mangyayari kapag may unsafe content?",safety_detection,student_parent,yes
Please tell me what does the safety system do when it detects danger??,safety_detection,student_parent,yes
Can you tell me may alert ba kapag may unsafe content??,safety_detection,student_parent,yes
"Paki-explain, paano gumagana ang safety detection??",safety_detection,student_parent,yes
Gusto kong malaman: what happens if unsafe content is detected?,safety_detection,student_parent,yes
"Pwede bang sabihin, how does safety detection work??",safety_detection,student_parent,yes
"Hi, ano ang mangyayari kapag may unsafe content??",safety_detection,student_parent,yes
"Hello, may alert ba kapag may unsafe content??",safety_detection,student_parent,yes
"Pwede po bang malaman, what happens if unsafe content is detected?",safety_detection,student_parent,yes
"Pa-help naman, how does safety detection work?",safety_detection,student_parent,yes
What should I do during a crisis?,crisis_support,student_parent,yes
What should I do if there is an immediate safety crisis?,crisis_support,student_parent,yes
Ano ang gagawin kapag may crisis?,crisis_support,student_parent,yes
Where can I get crisis support?,crisis_support,student_parent,yes
Ano ang dapat gawin sa emergency safety situation?,crisis_support,student_parent,yes
How can I get help during a crisis?,crisis_support,student_parent,yes
Can you help me with this: what should i do during a crisis?,crisis_support,student_parent,yes
Quick question: what should i do if there is an immediate safety crisis?,crisis_support,student_parent,yes
"Just checking, ano ang gagawin kapag may crisis?",crisis_support,student_parent,yes
Please tell me where can i get crisis support??,crisis_support,student_parent,yes
Can you tell me ano ang dapat gawin sa emergency safety situation??,crisis_support,student_parent,yes
"Paki-explain, how can i get help during a crisis??",crisis_support,student_parent,yes
Gusto kong malaman: what should i do during a crisis?,crisis_support,student_parent,yes
"Pwede bang sabihin, what should i do if there is an immediate safety crisis??",crisis_support,student_parent,yes
"Hi, ano ang gagawin kapag may crisis??",crisis_support,student_parent,yes
"Hello, ano ang dapat gawin sa emergency safety situation??",crisis_support,student_parent,yes
"Pwede po bang malaman, what should i do during a crisis?",crisis_support,student_parent,yes
"Pa-help naman, what should i do if there is an immediate safety crisis?",crisis_support,student_parent,yes
Is there a crisis hotline available?,crisis_hotline,student_parent,yes
Where can I find the crisis hotline?,crisis_hotline,student_parent,yes
May crisis hotline ba?,crisis_hotline,student_parent,yes
Saan makikita ang crisis hotline information?,crisis_hotline,student_parent,yes
Can I access a crisis hotline through the safety feature?,crisis_hotline,student_parent,yes
May hotline ba para sa crisis support?,crisis_hotline,student_parent,yes
Can you help me with this: is there a crisis hotline available?,crisis_hotline,student_parent,yes
Quick question: where can i find the crisis hotline?,crisis_hotline,student_parent,yes
"Just checking, may crisis hotline ba?",crisis_hotline,student_parent,yes
Please tell me saan makikita ang crisis hotline information??,crisis_hotline,student_parent,yes
Can you tell me can i access a crisis hotline through the safety feature??,crisis_hotline,student_parent,yes
"Paki-explain, may hotline ba para sa crisis support??",crisis_hotline,student_parent,yes
Gusto kong malaman: is there a crisis hotline available?,crisis_hotline,student_parent,yes
"Pwede bang sabihin, where can i find the crisis hotline??",crisis_hotline,student_parent,yes
"Hi, may crisis hotline ba??",crisis_hotline,student_parent,yes
"Hello, can i access a crisis hotline through the safety feature??",crisis_hotline,student_parent,yes
"Pwede po bang malaman, is there a crisis hotline available?",crisis_hotline,student_parent,yes
"Pa-help naman, where can i find the crisis hotline?",crisis_hotline,student_parent,yes
Can I see my account information?,account_information,student_parent,yes
Where can I view my account details?,account_information,student_parent,yes
Pwede ko bang makita ang account information ko?,account_information,student_parent,yes
Where are my profile details?,account_information,student_parent,yes
Can I access my account details?,account_information,student_parent,yes
Saan ko makikita ang account details ko?,account_information,student_parent,yes
Can you help me with this: can i see my account information?,account_information,student_parent,yes
Quick question: where can i view my account details?,account_information,student_parent,yes
"Just checking, pwede ko bang makita ang account information ko?",account_information,student_parent,yes
Please tell me where are my profile details??,account_information,student_parent,yes
Can you tell me can i access my account details??,account_information,student_parent,yes
"Paki-explain, saan ko makikita ang account details ko??",account_information,student_parent,yes
Gusto kong malaman: can i see my account information?,account_information,student_parent,yes
"Pwede bang sabihin, where can i view my account details??",account_information,student_parent,yes
"Hi, pwede ko bang makita ang account information ko??",account_information,student_parent,yes
"Hello, can i access my account details??",account_information,student_parent,yes
"Pwede po bang malaman, can i see my account information?",account_information,student_parent,yes
"Pa-help naman, where can i view my account details?",account_information,student_parent,yes
Can I see my payment history?,payment_history,student_parent,yes
Where can I view previous payments?,payment_history,student_parent,yes
Pwede ko bang makita ang payment history ko?,payment_history,student_parent,yes
Nasaan ang records ng mga bayad ko?,payment_history,student_parent,yes
Can I check my past payments?,payment_history,student_parent,yes
Saan ko makikita ang payment records ko?,payment_history,student_parent,yes
Can you help me with this: can i see my payment history?,payment_history,student_parent,yes
Quick question: where can i view previous payments?,payment_history,student_parent,yes
"Just checking, pwede ko bang makita ang payment history ko?",payment_history,student_parent,yes
Please tell me nasaan ang records ng mga bayad ko??,payment_history,student_parent,yes
Can you tell me can i check my past payments??,payment_history,student_parent,yes
"Paki-explain, saan ko makikita ang payment records ko??",payment_history,student_parent,yes
Gusto kong malaman: can i see my payment history?,payment_history,student_parent,yes
"Pwede bang sabihin, where can i view previous payments??",payment_history,student_parent,yes
"Hi, pwede ko bang makita ang payment history ko??",payment_history,student_parent,yes
"Hello, can i check my past payments??",payment_history,student_parent,yes
"Pwede po bang malaman, can i see my payment history?",payment_history,student_parent,yes
"Pa-help naman, where can i view previous payments?",payment_history,student_parent,yes
Can I see my attendance?,attendance,student_parent,yes
Where can I view my attendance record?,attendance,student_parent,yes
Pwede ko bang makita ang attendance ko?,attendance,student_parent,yes
Nasaan ang attendance record ko?,attendance,student_parent,yes
Can I check my class attendance?,attendance,student_parent,yes
Kumusta ang attendance record ko?,attendance,student_parent,yes
Can you help me with this: can i see my attendance?,attendance,student_parent,yes
Quick question: where can i view my attendance record?,attendance,student_parent,yes
"Just checking, pwede ko bang makita ang attendance ko?",attendance,student_parent,yes
Please tell me nasaan ang attendance record ko??,attendance,student_parent,yes
Can you tell me can i check my class attendance??,attendance,student_parent,yes
"Paki-explain, kumusta ang attendance record ko??",attendance,student_parent,yes
Gusto kong malaman: can i see my attendance?,attendance,student_parent,yes
"Pwede bang sabihin, where can i view my attendance record??",attendance,student_parent,yes
"Hi, pwede ko bang makita ang attendance ko??",attendance,student_parent,yes
"Hello, can i check my class attendance??",attendance,student_parent,yes
"Pwede po bang malaman, can i see my attendance?",attendance,student_parent,yes
"Pa-help naman, where can i view my attendance record?",attendance,student_parent,yes
Can I check my child's attendance?,parent_attendance,student_parent,yes
Where can I see my child's attendance?,parent_attendance,student_parent,yes
Pwede ko bang makita ang attendance ng anak ko?,parent_attendance,student_parent,yes
Can I check if my child attended the sessions?,parent_attendance,student_parent,yes
Nasaan ang attendance record ng anak ko?,parent_attendance,student_parent,yes
Kumusta ang attendance ng anak ko?,parent_attendance,student_parent,yes
Can you help me with this: can i check my child's attendance?,parent_attendance,student_parent,yes
Quick question: where can i see my child's attendance?,parent_attendance,student_parent,yes
"Just checking, pwede ko bang makita ang attendance ng anak ko?",parent_attendance,student_parent,yes
Please tell me can i check if my child attended the sessions??,parent_attendance,student_parent,yes
Can you tell me nasaan ang attendance record ng anak ko??,parent_attendance,student_parent,yes
"Paki-explain, kumusta ang attendance ng anak ko??",parent_attendance,student_parent,yes
Gusto kong malaman: can i check my child's attendance?,parent_attendance,student_parent,yes
"Pwede bang sabihin, where can i see my child's attendance??",parent_attendance,student_parent,yes
"Hi, pwede ko bang makita ang attendance ng anak ko??",parent_attendance,student_parent,yes
"Hello, nasaan ang attendance record ng anak ko??",parent_attendance,student_parent,yes
"Pwede po bang malaman, can i check my child's attendance?",parent_attendance,student_parent,yes
"Pa-help naman, where can i see my child's attendance?",parent_attendance,student_parent,yes
Do you offer online classes?,online_classes,student_parent,no
Are online classes available?,online_classes,student_parent,no
May online classes ba?,online_classes,student_parent,no
Can I attend remotely?,online_classes,student_parent,no
Online ba ang classes ninyo?,online_classes,student_parent,no
Pwede bang remote ang tutorial?,online_classes,student_parent,no
Can you help me with this: do you offer online classes?,online_classes,student_parent,no
Quick question: are online classes available?,online_classes,student_parent,no
"Just checking, may online classes ba?",online_classes,student_parent,no
Please tell me can i attend remotely??,online_classes,student_parent,no
Can you tell me online ba ang classes ninyo??,online_classes,student_parent,no
"Paki-explain, pwede bang remote ang tutorial??",online_classes,student_parent,no
Gusto kong malaman: do you offer online classes?,online_classes,student_parent,no
"Pwede bang sabihin, are online classes available??",online_classes,student_parent,no
"Hi, may online classes ba??",online_classes,student_parent,no
"Hello, online ba ang classes ninyo??",online_classes,student_parent,no
"Pwede po bang malaman, do you offer online classes?",online_classes,student_parent,no
"Pa-help naman, are online classes available?",online_classes,student_parent,no
Can I get a refund?,refund_policy,student_parent,no
Are payments refundable?,refund_policy,student_parent,no
Pwede bang ma-refund ang payment?,refund_policy,student_parent,no
May refund ba kapag nagbayad na?,refund_policy,student_parent,no
Can I request my money back?,refund_policy,student_parent,no
Refundable ba ang bayad?,refund_policy,student_parent,no
Can you help me with this: can i get a refund?,refund_policy,student_parent,no
Quick question: are payments refundable?,refund_policy,student_parent,no
"Just checking, pwede bang ma-refund ang payment?",refund_policy,student_parent,no
Please tell me may refund ba kapag nagbayad na??,refund_policy,student_parent,no
Can you tell me can i request my money back??,refund_policy,student_parent,no
"Paki-explain, refundable ba ang bayad??",refund_policy,student_parent,no
Gusto kong malaman: can i get a refund?,refund_policy,student_parent,no
"Pwede bang sabihin, are payments refundable??",refund_policy,student_parent,no
"Hi, pwede bang ma-refund ang payment??",refund_policy,student_parent,no
"Hello, can i request my money back??",refund_policy,student_parent,no
"Pwede po bang malaman, can i get a refund?",refund_policy,student_parent,no
"Pa-help naman, are payments refundable?",refund_policy,student_parent,no
